AGS num	AGS Text	Lat	Lon	Name 2	Type 2
9181	09181	48.02443538	10.94873468	Landsberg am Lech	Landkreis
9182	09182	47.74164533	11.80898974	Miesbach	Landkreis
9183	09183	48.23931452	12.38182802	Mühldorf am Inn	Landkreis
9184	09184	48.0744744	11.63136804	München	Landkreis
9185	09185	48.66442033	11.19721067	Neuburg-Schrobenhausen	Landkreis
9186	09186	48.59627518	11.52428271	Pfaffenhofen an der Ilm	Landkreis
9187	09187	47.87837975	12.16275398	Rosenheim	Landkreis
9188	09188	48.00604698	11.28173267	Starnberg	Landkreis
9189	09189	47.89454276	12.57957507	Traunstein	Landkreis
9190	09190	47.78753703	11.04833647	Weilheim-Schongau	Landkreis
9261	09261	48.54466998	12.15934165	Landshut	Kreisfreie Stadt
9262	09262	48.5820984	13.41505042	Passau	Kreisfreie Stadt
9263	09263	48.88075448	12.57347487	Straubing	Kreisfreie Stadt
9271	09271	48.77870212	13.0007258	Deggendorf	Landkreis
9272	09272	48.82685817	13.51321006	Freyung-Grafenau	Landkreis
9273	09273	48.82494143	11.85755444	Kelheim	Landkreis
9274	09274	48.55775541	12.19539242	Landshut	Landkreis
9275	09275	48.55863045	13.36660359	Passau	Landkreis
9276	09276	49.02281441	13.09976379	Regen	Landkreis
9277	09277	48.42451987	12.86735043	Rottal-Inn	Landkreis
9278	09278	48.89970504	12.58240399	Straubing-Bogen	Landkreis
9279	09279	48.64116462	12.61047719	Dingolfing-Landau	Landkreis
9361	09361	49.45092774	11.8453726	Amberg	Kreisfreie Stadt
9362	09362	49.0130809	12.11373088	Regensburg	Kreisfreie Stadt
9363	09363	49.66924961	12.15453393	Weiden in der Oberpfalz	Kreisfreie Stadt
9371	09371	49.48675113	11.80095321	Amberg-Sulzbach	Landkreis
9372	09372	49.23706516	12.69547955	Cham	Landkreis
9373	09373	49.21596141	11.56655792	Neumarkt in der Oberpfalz	Landkreis
9374	09374	49.68658288	12.09825744	Neustadt an der Waldnaab	Landkreis
9375	09375	49.02134333	12.12116123	Regensburg	Landkreis
9376	09376	49.36803336	12.25308476	Schwandorf	Landkreis
9377	09377	49.89938901	12.20034184	Tirschenreuth	Landkreis
9461	09461	49.88722213	10.89893625	Bamberg	Kreisfreie Stadt
9462	09462	49.93774274	11.58467279	Bayreuth	Kreisfreie Stadt
9463	09463	50.26395162	10.96443866	Coburg	Kreisfreie Stadt
9464	09464	50.31079563	11.89726317	Hof	Kreisfreie Stadt
9471	09471	49.89342862	10.88366378	Bamberg	Landkreis
9472	09472	49.88376109	11.55515576	Bayreuth	Landkreis
9473	09473	50.26788951	10.94232605	Coburg	Landkreis
9474	09474	49.72099688	11.17313196	Forchheim	Landkreis
9475	09475	50.27321205	11.81919285	Hof	Landkreis
9476	09476	50.32796323	11.37204664	Kronach	Landkreis
9477	09477	50.10264208	11.48229914	Kulmbach	Landkreis
9478	09478	50.1093305	11.11692157	Lichtenfels	Landkreis
9479	09479	50.09014053	12.04187211	Wunsiedel im Fichtelgebirge	Landkreis
9561	09561	49.29218466	10.56366943	Ansbach	Kreisfreie Stadt
9562	09562	49.58232921	10.97814496	Erlangen	Kreisfreie Stadt
9563	09563	49.49141883	10.96548221	Fürth	Kreisfreie Stadt
9564	09564	49.43621145	11.08275534	Nürnberg	Kreisfreie Stadt
9565	09565	49.33562051	11.02351259	Schwabach	Kreisfreie Stadt
9571	09571	49.24816458	10.46813339	Ansbach	Landkreis
9572	09572	49.64004083	10.9148933	Erlangen-Höchstadt	Landkreis
9573	09573	49.44669052	10.84968649	Fürth	Landkreis
9574	09574	49.49190394	11.36940646	Nürnberger Land	Landkreis
9575	09575	49.56948359	10.46529167	Neustadt an der Aisch-Bad Windsheim	Landkreis
9576	09576	49.20291709	11.12356541	Roth	Landkreis
9577	09577	49.03268584	10.89365914	Weißenburg-Gunzenhausen	Landkreis
9661	09661	49.96385604	9.145811924	Aschaffenburg	Kreisfreie Stadt
9662	09662	50.047008	10.22089195	Schweinfurt	Kreisfreie Stadt
9663	09663	49.78465542	9.940896029	Würzburg	Kreisfreie Stadt
9671	09671	50.0080931	9.238037457	Aschaffenburg	Landkreis
9672	09672	50.22251394	9.964701108	Bad Kissingen	Landkreis
9673	09673	50.37131275	10.25490757	Rhön-Grabfeld	Landkreis
9674	09674	50.06287893	10.60697884	Haßberge	Landkreis
9675	09675	49.75322539	10.25606245	Kitzingen	Landkreis
9676	09676	49.75729059	9.234716588	Miltenberg	Landkreis
9677	09677	49.99358223	9.662681663	Main-Spessart	Landkreis
9678	09678	50.01688178	10.25995031	Schweinfurt	Landkreis
9679	09679	49.73762667	9.927363415	Würzburg	Landkreis
9761	09761	48.34557086	10.88550536	Augsburg	Kreisfreie Stadt
9762	09762	47.8799286	10.61609675	Kaufbeuren	Kreisfreie Stadt
9763	09763	47.73818425	10.30811849	Kempten (Allgäu)	Kreisfreie Stadt
9764	09764	47.97878749	10.16302768	Memmingen	Kreisfreie Stadt
9771	09771	48.42757015	11.05275556	Aichach-Friedberg	Landkreis
9772	09772	48.35428718	10.73208453	Augsburg	Landkreis
9773	09773	48.5964038	10.52776417	Dillingen an der Donau	Landkreis
9774	09774	48.35281385	10.38113121	Günzburg	Landkreis
9775	09775	48.29822655	10.14115581	Neu-Ulm	Landkreis
9776	09776	47.60516495	9.882861365	Lindau (Bodensee)	Landkreis
9777	09777	47.76995906	10.63973163	Ostallgäu	Landkreis
9778	09778	48.03981304	10.38923276	Unterallgäu	Landkreis
9779	09779	48.80693204	10.7123442	Donau-Ries	Landkreis
9780	09780	47.57270756	10.25862291	Oberallgäu	Landkreis
10041	10041	49.25138239	6.957296528	Regionalverband Saarbrücken	Landkreis
10042	10042	49.49576456	6.680484797	Merzig-Wadern	Landkreis
10043	10043	49.37570165	7.117203207	Neunkirchen	Landkreis
10044	10044	49.35534155	6.775543339	Saarlouis	Landkreis
10045	10045	49.24869939	7.242221249	Saarpfalz-Kreis	Landkreis
10046	10046	49.51957311	7.100433245	St. Wendel	Landkreis
11000	11000	52.50153158	13.40185024	Berlin	Kreisfreie Stadt
12051	12051	52.40271509	12.51933378	Brandenburg an der Havel	Kreisfreie Stadt
12052	12052	51.772693	14.36621885	Cottbus	Kreisfreie Stadt
12053	12053	52.32476308	14.49034875	Frankfurt (Oder)	Kreisfreie Stadt
12054	12054	52.42617849	13.02854917	Potsdam	Kreisfreie Stadt
12060	12060	52.82322798	13.70373113	Barnim	Landkreis
12061	12061	52.04230693	13.81994078	Dahme-Spreewald	Landkreis
12062	12062	51.61227102	13.45958892	Elbe-Elster	Landkreis
12063	12063	52.62082081	12.62834691	Havelland	Landkreis
12064	12064	52.60672381	14.14646433	Märkisch-Oderland	Landkreis
12065	12065	52.90683265	13.20530222	Oberhavel	Landkreis
12066	12066	51.61630052	13.9436173	Oberspreewald-Lausitz	Landkreis
12067	12067	52.24400851	14.21905943	Oder-Spree	Landkreis
12068	12068	52.99142304	12.63595895	Ostprignitz-Ruppin	Landkreis
12069	12069	52.24629471	12.6891435	Potsdam-Mittelmark	Landkreis
12070	12070	53.10932673	11.96182693	Prignitz	Landkreis
12071	12071	51.75859324	14.43312857	Spree-Neiße	Landkreis
12072	12072	52.07318431	13.2760182	Teltow-Fläming	Landkreis
12073	12073	53.20590307	13.86129862	Uckermark	Landkreis
13003	13003	54.14638839	12.14174712	Rostock	Kreisfreie Stadt
13004	13004	53.62151005	11.41652995	Schwerin	Kreisfreie Stadt
13071	13071	53.54369275	13.00246062	Mecklenburgische Seenplatte	Landkreis
13072	13072	53.91204551	12.22083383	Rostock	Landkreis
13073	13073	54.28420295	12.99152542	Vorpommern-Rügen	Landkreis
13074	13074	53.82151223	11.25210947	Nordwestmecklenburg	Landkreis
13075	13075	53.78951116	13.78069636	Vorpommern-Greifswald	Landkreis
13076	13076	53.45004704	11.53414161	Ludwigslust-Parchim	Landkreis
14511	14511	50.82630369	12.9118299	Chemnitz	Kreisfreie Stadt
14521	14521	50.60889842	12.94507247	Erzgebirgskreis	Landkreis
14522	14522	50.95581664	13.13750681	Mittelsachsen	Landkreis
14523	14523	50.45679294	12.23499962	Vogtlandkreis	Landkreis
14524	14524	50.7507748	12.52580551	Zwickau	Landkreis
14612	14612	51.06644429	13.78344907	Dresden	Kreisfreie Stadt
14625	14625	51.26891358	14.23100852	Bautzen	Landkreis
14626	14626	51.22561775	14.75079681	Görlitz	Landkreis
14627	14627	51.23939775	13.48290068	Meißen	Landkreis
14628	14628	50.91671794	13.87343405	Sächsische Schweiz-Osterzgebirge	Landkreis
14713	14713	51.3422386	12.37477176	Leipzig	Kreisfreie Stadt
14729	14729	51.22143667	12.59949087	Leipzig	Landkreis
14730	14730	51.47286508	12.77939676	Nordsachsen	Landkreis
15001	15001	51.85373809	12.23105596	Dessau-Roßlau	Kreisfreie Stadt
15002	15002	51.47980191	11.96849683	Halle (Saale)	Kreisfreie Stadt
15003	15003	52.11659764	11.64148202	Magdeburg	Kreisfreie Stadt
15081	15081	52.68004816	11.22704527	Altmarkkreis Salzwedel	Landkreis
15082	15082	51.79544503	12.14320207	Anhalt-Bitterfeld	Landkreis
15083	15083	52.2207123	11.34783843	Börde	Landkreis
15084	15084	51.14722563	11.88342243	Burgenlandkreis	Landkreis
15085	15085	51.82129589	10.95854382	Harz	Landkreis
15086	15086	52.26078983	12.02651884	Jerichower Land	Landkreis
15087	15087	51.53569018	11.35635847	Mansfeld-Südharz	Landkreis
15088	15088	51.42567108	11.86547404	Saalekreis	Landkreis
15089	15089	51.85185919	11.64272562	Salzlandkreis	Landkreis
15090	15090	52.69677817	11.83953435	Stendal	Landkreis
15091	15091	51.82014007	12.70158824	Wittenberg	Landkreis
16051	16051	50.98325269	11.02022481	Erfurt	Kreisfreie Stadt
16052	16052	50.89401708	12.08269619	Gera	Kreisfreie Stadt
16053	16053	50.9242638	11.58701125	Jena	Kreisfreie Stadt
16054	16054	50.61160285	10.68817756	Suhl	Kreisfreie Stadt
16055	16055	50.97834717	11.31787228	Weimar	Kreisfreie Stadt
16056	16056	50.98967606	10.30010232	Eisenach	Kreisfreie Stadt
16061	16061	51.3836492	10.25348539	Eichsfeld	Landkreis
16062	16062	51.50227798	10.73090674	Nordhausen	Landkreis
16063	16063	50.8858017	10.21070395	Wartburgkreis	Landkreis
16064	16064	51.18523871	10.55179556	Unstrut-Hainich-Kreis	Landkreis
16065	16065	51.32476308	10.9848332	Kyffhäuserkreis	Landkreis
16066	16066	50.63070769	10.40504341	Schmalkalden-Meiningen	Landkreis
16067	16067	50.91066058	10.69376272	Gotha	Landkreis
16068	16068	51.15780806	11.15475118	Sömmerda	Landkreis
16069	16069	50.43400275	10.73409041	Hildburghausen	Landkreis
16070	16070	50.73793376	10.96635749	Ilm-Kreis	Landkreis
16071	16071	50.971572	11.37355327	Weimarer Land	Landkreis
16072	16072	50.41463055	11.13295266	Sonneberg	Landkreis
16073	16073	50.63779796	11.30911625	Saalfeld-Rudolstadt	Landkreis
16074	16074	50.90417214	11.73153078	Saale-Holzland-Kreis	Landkreis
16075	16075	50.58084802	11.71057373	Saale-Orla-Kreis	Landkreis
16076	16076	50.74845955	12.07407057	Greiz	Landkreis
16077	16077	50.95642466	12.39913134	Altenburger Land	Landkreis
